unode dx dy f11 f12 f21 f22
9985 -0.298146 -0.0516487 0.666159 0.945276 -0.278642 1.10602
9986 -0.322394 -0.0345526 0.647291 0.985628 -0.304971 1.07869
9987 -0.27833 -0.114323 0.613334 0.914386 -0.290498 1.20878
9988 -0.292854 -0.130605 0.616399 0.938182 -0.247542 1.23385
9989 -0.311651 -0.0835869 0.497249 0.976012 -0.407458 1.16566
9990 -0.304445 -0.103317 0.671331 0.951657 -0.347951 1.19412
9991 -0.0327643 0.00235515 0.980155 0.479502 -0.150214 1.00383
9992 0.0805106 0.0534068 1.03199 0.288867 -0.152367 0.920362
9993 0.06865 0.0349103 1.04287 0.307104 -0.137732 0.949305
9994 0.0602454 0.0417153 1.03026 0.322461 -0.102718 0.933712
9995 0.0253646 0.0623992 1.01616 0.381503 -0.132717 0.904016
9996 0.0534724 0.0110506 0.9982 0.338 -0.0941254 0.982506
9997 0.0732686 -0.0283999 0.961876 0.311571 -0.0762667 1.04429
9998 0.0352159 -0.00603215 0.969505 0.372798 -0.099908 1.01154
9999 -0.0544498 0.0362774 0.996169 0.51502 -0.120361 0.945869
10000 -0.137315 0.0700722 0.993796 0.651702 -0.133906 0.893055
10001 -0.187871 0.0889859 1.00295 0.732918 -0.163013 0.868162
10002 -0.206396 0.0884402 1.00206 0.763648 -0.169307 0.87046
10003 -0.208663 0.0903464 1.00011 0.76792 -0.169941 0.867437
10004 -0.212445 0.101081 0.974396 0.780708 -0.194108 0.855791
10005 -0.215458 0.100531 0.980063 0.784278 -0.188788 0.855254
10006 -0.207365 0.0971382 0.970719 0.773757 -0.198119 0.863361
10007 -0.214475 0.0915558 0.975411 0.784155 -0.187546 0.869428
10008 -0.190814 0.0793344 0.968346 0.747555 -0.185802 0.88894
10009 -0.197127 0.0682263 0.964633 0.759111 -0.164283 0.900398
10010 -0.17525 0.0422676 0.958104 0.725448 -0.135812 0.933647
10011 -0.152992 0.00235618 0.953554 0.690562 -0.0687079 0.976259
10012 -0.150982 -0.0536903 0.975541 0.679714 0.0347973 1.03167
10013 -0.154261 -0.0978906 1.02286 0.667952 0.163306 1.05734
10014 -0.0785681 -0.0873465 1.07307 0.525089 0.219281 1.01913
10015 -0.0843735 -0.0566352 1.0865 0.529494 0.171177 0.987531
10016 -0.0979631 -0.016723 1.08081 0.554262 0.0809221 0.958482
10017 -0.0961634 -0.000789824 1.04719 0.56546 0.0271328 0.954766
10018 -0.111519 0.010988 1.05883 0.585795 0.000922068 0.946667
10019 -0.0848368 0.0583499 1.00549 0.565281 -0.115252 0.920523
10020 -0.0544003 0.040102 0.863341 0.579896 -0.183747 0.981784
10021 -0.0984849 -0.0345348 0.779127 0.692389 -0.226224 1.12499
10022 -0.157196 0.0171921 0.713958 0.820354 -0.314311 1.08268
10023 -0.162154 -0.000323286 0.780568 0.795643 -0.216606 1.06311
10024 -0.215864 0.0756745 0.722038 0.91355 -0.315197 0.988162
10025 -0.216526 0.0509187 0.753496 0.898574 -0.284336 1.01313
10026 -0.217909 0.0743723 0.749151 0.903357 -0.318787 0.993266
10027 -0.226536 0.0937344 0.762384 0.910389 -0.333586 0.969772
10028 -0.225294 0.118957 0.793924 0.890779 -0.309911 0.915272
10029 -0.249085 0.0925978 0.898017 0.870371 -0.237881 0.917412
10030 -0.259223 0.0755271 0.974492 0.842294 -0.164591 0.902616
10031 -0.293564 0.0376202 1.04422 0.85708 -0.061092 0.90301
10032 -0.325746 -0.00717615 1.13527 0.854317 0.0411315 0.914269
10033 -0.329737 -0.0501775 1.21853 0.809072 0.15418 0.914496
10034 -0.40923 -0.114897 1.35299 0.853917 0.290472 0.934276
10035 -0.379703 -0.216794 1.40445 0.772278 0.484209 0.975992
10036 -0.425871 -0.300367 1.47962 0.798385 0.649503 1.00399
10037 -0.402597 -0.436249 1.50537 0.74356 0.864227 1.08242
10038 -0.413191 -0.526728 1.50657 0.759699 0.975097 1.15453
10039 -0.289413 -0.606236 1.35218 0.664976 1.05294 1.2306
10040 -0.294764 -0.606969 1.31362 0.701275 0.99013 1.27672
10041 -0.194015 -0.552586 1.1731 0.63788 0.860114 1.28183
10042 -0.150001 -0.419208 1.14133 0.589427 0.635183 1.2289
10043 -0.0521164 -0.321423 1.19106 0.391129 0.561259 1.12348
10044 0.224232 -0.237185 0.942178 0.127702 0.458606 1.06355
10045 0.186856 -0.253901 0.985872 0.155336 0.479119 1.07515
10046 -0.151596 -0.243722 1.19604 0.544891 0.495059 1.04609
10047 -0.215465 -0.203526 1.24824 0.608296 0.479431 0.992726
10048 -0.188587 -0.0685585 1.22783 0.581006 0.245768 0.961652
10049 -0.179047 0.184849 1.21574 0.5755 -0.0557363 0.795114
10050 -0.0547267 0.201369 1.18321 0.39861 -0.128643 0.829389
10051 0.0165838 0.168459 1.15428 0.305847 -0.134413 0.888321
10052 0.0850479 0.184123 1.06512 0.270309 -0.192037 0.912626
10053 0.117013 0.167145 1.00801 0.267942 -0.192783 0.941168
10054 0.114881 0.170924 0.991849 0.285828 -0.207426 0.947988
10055 0.106609 0.161823 0.991751 0.299497 -0.19972 0.955904
10056 0.100474 0.165361 0.980212 0.320159 -0.200736 0.951086
10057 0.0860766 0.155152 0.981683 0.342472 -0.185393 0.953611
10058 0.0692025 0.158272 0.982273 0.369646 -0.18191 0.945201
10059 0.0641379 0.149091 0.987162 0.373312 -0.175565 0.954244
10060 0.0692861 0.150858 0.984819 0.367113 -0.177356 0.953054
10061 0.0647313 0.13647 0.98585 0.373585 -0.160129 0.959783
10062 0.0624741 0.127692 0.981798 0.381309 -0.147902 0.962031
10063 0.0584218 0.121787 0.978646 0.391148 -0.142316 0.966108
10064 0.0508834 0.116683 0.980436 0.401675 -0.131192 0.96316
10065 0.0464307 0.108042 0.984816 0.404454 -0.122985 0.968863
10066 0.0423484 0.107378 0.983034 0.412971 -0.12236 0.969311
10067 0.039377 0.107152 0.97876 0.422367 -0.128753 0.976449
10068 0.0307646 0.106038 0.976644 0.438756 -0.120953 0.969916
10069 0.0288617 0.0961643 0.96966 0.449487 -0.113148 0.977665
10070 0.0236915 0.0935307 0.967956 0.459835 -0.109549 0.978064
10071 0.0305307 0.0934084 0.961589 0.455719 -0.116313 0.985785
10072 0.02246 0.097561 0.968302 0.461412 -0.119885 0.982983
10073 0.0254784 0.0991882 0.960918 0.464851 -0.123793 0.984777
10074 0.0136368 0.10677 0.967656 0.476498 -0.130313 0.979828
10075 0.0223682 0.118769 0.94988 0.482815 -0.146012 0.978312
10076 0.00697852 0.138348 0.959001 0.497315 -0.165343 0.968856
10077 0.0210603 0.160673 0.939137 0.497818 -0.193192 0.965264
10078 0.0045962 0.194204 0.95943 0.500405 -0.219168 0.941336
10079 0.0253823 0.236738 0.94709 0.481301 -0.265708 0.927863
10080 -0.00841172 0.229094 1.00252 0.468665 -0.251924 0.923493
10081 0.0203016 0.281239 0.986628 0.441293 -0.271242 0.861838
10082 -0.0614486 0.280203 1.05104 0.494654 -0.272241 0.864964
10083 0.115821 -0.103905 0.912678 0.379056 0.0732012 1.0582
10084 0.0799876 -0.94443 0.948805 0.391754 0.859527 1.43358
10085 0.176745 -0.549015 0.866822 0.338698 0.5505 1.18276
10086 -0.137789 -0.726649 1.13172 0.510937 0.726388 1.2459
10087 -0.240584 -0.572708 1.20482 0.583102 0.616887 1.13661
10088 -0.0997622 -0.403549 1.12915 0.452728 0.495527 1.02029
10089 -0.248125 -0.363004 1.24477 0.541345 0.456804 1.00553
10090 -0.311906 -0.300253 1.25006 0.639275 0.401514 0.977727
10091 -0.41982 -0.299166 1.30718 0.738421 0.393701 0.986433
10092 -0.383244 -0.255573 1.25713 0.747388 0.339138 0.990248
10093 -0.33243 -0.298515 1.23187 0.699052 0.369641 1.01784
10094 -0.354219 -0.15426 1.21896 0.752934 0.238648 0.965085
10095 -0.323347 -0.156578 1.18224 0.754331 0.231022 0.979863
10096 -0.298154 -0.0669257 1.15215 0.756071 0.147156 0.952491
10097 -0.270401 0.0140967 1.10392 0.780025 0.0600138 0.945521
10098 -0.23849 0.0550858 1.05621 0.797198 0.00522979 0.957949
10099 -0.180829 0.154621 0.994465 0.793296 -0.0878595 0.931368
10100 -0.118448 0.164039 0.945931 0.762857 -0.127258 0.974273
10101 -0.0829132 0.192526 0.912883 0.753755 -0.160799 0.97766
10102 -0.055529 0.246636 0.859367 0.789498 -0.212446 0.966644
10103 0.00326042 0.173207 0.820881 0.751439 -0.179792 1.03753
10104 -0.00603595 0.256333 0.813407 0.778249 -0.236823 0.98856
10105 0.038566 0.185451 0.776386 0.762359 -0.20312 1.05261
10106 0.0335911 0.20178 0.781485 0.762585 -0.221743 1.05498
10107 0.0273795 0.225489 0.76371 0.800804 -0.241377 1.04678
10108 0.00324512 0.160197 0.766322 0.836196 -0.208336 1.10162
10109 0.0482336 0.198392 0.718956 0.83799 -0.247216 1.1009
10110 0.0155207 0.207846 0.727831 0.877458 -0.241312 1.07591
10111 0.0281587 0.157215 0.703874 0.895587 -0.232484 1.14454
10112 -0.284564 -0.0715526 0.715714 0.922938 -0.213236 1.13779
10113 -0.302664 -0.067125 0.67061 0.952602 -0.250962 1.13093
10114 -0.341485 -0.0227507 0.674946 1.01561 -0.260416 1.05911
10115 -0.385085 -0.0749795 0.646867 1.08716 -0.284103 1.14459
10116 -0.368874 -0.0277237 0.598762 1.06319 -0.314417 1.06964
10117 -0.397636 -0.111621 0.577772 1.11088 -0.275396 1.2029
10118 -0.403639 -0.0531935 0.393529 1.13425 -0.41762 1.11893
10119 -0.287611 -0.0537878 0.620069 0.927182 -0.314217 1.11071
10120 -0.087821 0.0473023 0.847624 0.581736 -0.223596 0.937798
10121 -0.0367976 0.0250831 1.00457 0.482591 -0.149541 0.966417
10122 -0.010849 0.0935221 1.10974 0.427529 -0.156261 0.856354
10123 0.00458417 0.000342276 1.07024 0.407848 0.00183429 0.986395
10124 -0.03194 0.0387682 1.00699 0.476002 -0.105899 0.939333
10125 -0.194297 0.117617 1.07239 0.728919 -0.141526 0.816948
10126 -0.309598 0.131496 1.11083 0.909484 -0.135299 0.793401
10127 -0.331921 0.114911 1.08207 0.950876 -0.114581 0.816291
10128 -0.292987 0.092277 1.04529 0.894951 -0.142919 0.858515
10129 -0.248152 0.0839093 1.01545 0.828519 -0.150858 0.873696
10130 -0.219037 0.0834334 0.99489 0.785904 -0.174907 0.87982
10131 -0.216206 0.0825857 0.982918 0.784182 -0.169287 0.879897
10132 -0.173486 0.0710805 0.965293 0.719399 -0.184995 0.902326
10133 -0.150025 0.0614919 0.9535 0.684623 -0.178271 0.91608
10134 -0.13792 0.0593439 0.948229 0.666577 -0.182677 0.920723
10135 -0.103495 0.0471985 0.950772 0.610182 -0.177288 0.938817
10136 -0.0743313 0.0316135 0.945146 0.564637 -0.170025 0.961904
10137 -0.0844574 0.0219292 0.941484 0.582258 -0.14437 0.969654
10138 -0.0686536 -0.00329498 0.945892 0.555248 -0.103189 0.997226
10139 -0.070092 -0.0314475 0.958729 0.553299 -0.035233 1.02001
10140 -0.0853154 -0.0638454 0.99221 0.566286 0.066441 1.0371
10141 -0.115946 -0.0801733 1.05012 0.59506 0.157324 1.03079
10142 -0.129573 -0.0712577 1.08558 0.603926 0.181236 1.00752
10143 -0.120541 -0.040097 1.08872 0.588194 0.130873 0.976516
10144 -0.110569 -0.0244629 1.06869 0.58006 0.0821529 0.970541
10145 -0.0967204 0.00415709 1.05061 0.565245 0.0254226 0.947458
10146 -0.0900546 0.0171389 1.01256 0.570842 -0.0075855 0.940342
10147 -0.0848529 0.0242813 0.987157 0.574149 -0.0186877 0.933514
10148 -0.149945 -0.0218552 0.976454 0.684294 -0.0555271 1.02414
10149 -0.190408 0.062597 0.935839 0.768607 -0.124207 0.918696
10150 -0.175249 0.011656 0.781394 0.817505 -0.252029 1.06124
10151 -0.173921 0.0498269 0.761762 0.824732 -0.25321 0.999595
10152 -0.210527 0.0825139 0.749683 0.890422 -0.305335 0.972466
10153 -0.214434 0.0985757 0.746935 0.898578 -0.323954 0.956501
10154 -0.205238 0.0904716 0.714142 0.901229 -0.354487 0.986102
10155 -0.186426 0.142793 0.746192 0.853748 -0.387315 0.919309
10156 -0.221495 0.128281 0.81454 0.872985 -0.332682 0.912962
10157 -0.271667 0.11123 0.859019 0.929143 -0.258596 0.898897
10158 -0.310433 0.0535589 0.964619 0.931176 -0.152493 0.931269
10159 -0.314666 0.029843 1.05657 0.883674 -0.0579769 0.913984
10160 -0.335625 -0.0193448 1.12071 0.879144 0.0523674 0.92733
10161 -0.380292 -0.0835861 1.18772 0.910494 0.166234 0.961447
10162 -0.385 -0.169576 1.27526 0.863536 0.331865 0.996931
10163 -0.475717 -0.228303 1.42571 0.914261 0.485198 0.994044
10164 -0.483495 -0.421659 1.47273 0.89693 0.7453 1.13791
10165 -0.59381 -0.551117 1.55309 1.02175 0.909785 1.2382
10166 -0.433309 -0.678752 1.4249 0.848993 1.07895 1.33086
10167 -0.382936 -0.710278 1.40101 0.783559 1.13608 1.34226
10168 -0.191533 -0.593175 1.19514 0.617725 0.938262 1.29154
10169 -0.224792 -0.570943 1.19315 0.672926 0.851458 1.31811
10170 -0.117283 -0.378085 1.07875 0.581532 0.54769 1.22596
10171 0.0623613 -0.378155 0.963391 0.375811 0.536227 1.23455
10172 -0.203948 -0.271179 1.14136 0.673452 0.463552 1.11576
10173 -0.365987 -0.236007 1.24807 0.854434 0.449849 1.06902
10174 -0.382729 -0.292393 1.29389 0.84557 0.518918 1.10656
10175 -0.393183 -0.157584 1.30379 0.854828 0.384858 0.994238
10176 -0.296948 0.017664 1.18173 0.797319 0.137363 0.909221
10177 -0.173788 0.0973482 1.05156 0.703829 -0.0355509 0.921209
10178 -0.130132 0.125955 1.00757 0.669508 -0.108876 0.935672
10179 -0.0953339 0.120303 0.996745 0.622066 -0.108666 0.944626
10180 -0.0595805 0.150457 1.01547 0.548117 -0.152266 0.932881
10181 -0.0268139 0.167771 1.02301 0.488377 -0.181779 0.930353
10182 0.00752986 0.180614 1.0195 0.435726 -0.20906 0.93353
10183 0.0441772 0.164215 1.00093 0.392754 -0.190637 0.94369
10184 0.073368 0.161894 0.995524 0.350265 -0.190705 0.947571
10185 0.0968217 0.158964 0.987992 0.319098 -0.185505 0.947511
10186 0.106271 0.152644 0.994764 0.297549 -0.183589 0.955962
10187 0.100981 0.150449 0.984348 0.31596 -0.176453 0.952897
10188 0.0733893 0.153733 0.992529 0.352845 -0.174706 0.945832
10189 0.0650884 0.14329 0.991017 0.367748 -0.156752 0.94536
10190 0.0480999 0.130698 1.00263 0.383899 -0.143274 0.95254
10191 0.0520382 0.127986 0.995769 0.384304 -0.141783 0.955501
10192 0.0412189 0.117533 0.999266 0.398299 -0.128716 0.959235
10193 0.0399961 0.110569 0.991417 0.408261 -0.118852 0.960438
10194 0.0298047 0.109434 0.986803 0.429533 -0.11831 0.961721
10195 0.031966 0.122762 0.978886 0.434316 -0.130928 0.953316
10196 0.0158882 0.112683 0.990705 0.447923 -0.117321 0.955245
10197 0.0130509 0.103687 0.987735 0.45569 -0.111442 0.963596
10198 0.00154453 0.0959191 0.989743 0.472142 -0.105699 0.969929
10199 0.0017052 0.10573 0.97642 0.48645 -0.122831 0.972857
10200 -0.0152952 0.101086 0.97772 0.512594 -0.112747 0.969195
10201 -0.00831929 0.108813 0.963007 0.517729 -0.126526 0.97215
10202 -0.0171225 0.112488 0.962304 0.532856 -0.127804 0.967634
10203 -0.00294174 0.129758 0.950543 0.523323 -0.154012 0.969691
10204 -0.00891201 0.14645 0.95581 0.526923 -0.168393 0.959257
10205 0.0134662 0.179775 0.940905 0.508022 -0.21024 0.954292
10206 0.00661922 0.215009 0.944469 0.514945 -0.24467 0.937965
10207 0.0259149 0.244872 0.935603 0.4942 -0.277193 0.928486
10208 -0.0156031 0.302177 0.971081 0.518633 -0.307218 0.872007
10209 -0.0328309 0.232648 0.991608 0.521361 -0.240015 0.902411
10210 -0.0280964 0.161323 0.983915 0.523572 -0.142049 0.896618
10211 -0.0139594 -0.65935 0.91652 0.584482 0.521066 1.39797
10212 -0.127174 -0.726188 1.02533 0.630842 0.637525 1.36063
10213 -0.29893 -0.768707 1.18378 0.706721 0.703111 1.34485
10214 -0.108304 -0.525569 1.06672 0.547222 0.544697 1.1541
10215 -0.291283 -0.470471 1.21128 0.656299 0.53002 1.08385
10216 -0.455263 -0.401185 1.31785 0.782031 0.468163 1.05277
10217 -0.402078 -0.336246 1.28352 0.741446 0.426665 1.00244
10218 -0.441847 -0.27547 1.31993 0.757063 0.373522 0.97521
10219 -0.390271 -0.334257 1.28391 0.721851 0.417404 1.01127
10220 -0.419959 -0.249901 1.28557 0.767548 0.342508 0.976238
10221 -0.462324 -0.163699 1.27862 0.845761 0.26822 0.939171
10222 -0.418617 -0.214684 1.22727 0.846246 0.283464 1.00073
10223 -0.393104 -0.14585 1.19846 0.84526 0.214002 0.986293
10224 -0.362819 -0.0520602 1.15329 0.859921 0.129244 0.954046
10225 -0.285801 -0.0122687 1.09634 0.816316 0.0807237 0.958719
10226 -0.212555 0.0716315 1.03386 0.7874 -0.00543378 0.946404
10227 -0.177041 0.10096 0.998011 0.781876 -0.0526344 0.967347
10228 -0.131957 0.153579 0.938983 0.794998 -0.109768 0.965396
10229 -0.0909777 0.178457 0.891464 0.798744 -0.150239 0.984795
10230 -0.0838003 0.175556 0.885027 0.796596 -0.163829 1.00957
10231 -0.0676039 0.201454 0.84843 0.825263 -0.195061 1.01444
10232 -0.0476714 0.170234 0.82438 0.829297 -0.182865 1.04648
10233 -0.0461586 0.199625 0.819922 0.833669 -0.206351 1.03475
10234 -0.0147091 0.209322 0.780493 0.843397 -0.217971 1.03676
10235 -0.0292122 0.168802 0.779412 0.868557 -0.202516 1.07844
10236 -0.0152092 0.235402 0.766887 0.865429 -0.236123 1.02302
10237 -0.000630591 0.171205 0.748743 0.870438 -0.217751 1.09797
10238 -0.00501375 0.201218 0.741974 0.888356 -0.224166 1.05967
10239 -0.0166245 0.267813 0.724353 0.935405 -0.265355 1.01763
10240 -0.324294 0.00562953 0.751913 0.986908 -0.237979 1.01356
10241 -0.311424 -0.013133 0.71699 0.966643 -0.264197 1.04393
10242 -0.328681 -0.0131359 0.708079 0.994377 -0.232213 1.04325
10243 -0.359917 -0.00179288 0.711113 1.0445 -0.278387 1.02663
10244 -0.426911 -0.0782474 0.644244 1.15428 -0.260955 1.14786
10245 -0.458959 0.0309646 0.624194 1.20718 -0.317861 0.97715
10246 -0.45743 0.0458986 0.55066 1.20964 -0.365733 0.956044
10247 -0.524309 -0.0361328 0.458305 1.32521 -0.348119 1.08662
10248 -0.407386 -0.075503 0.530848 1.12983 -0.250274 1.13885
10249 -0.350489 0.0145409 0.650256 1.02702 -0.381427 1.01018
10250 -0.375959 0.0922426 1.07938 1.01611 -0.136634 0.856449
10251 -0.450211 0.157865 1.24713 1.11286 -0.124298 0.749636
10252 -0.585521 0.232854 1.26848 1.32652 -0.194069 0.639745
10253 -0.457242 0.124357 1.15314 1.13905 -0.0740611 0.794394
10254 -0.31895 0.0617119 1.05416 0.934557 -0.0880805 0.897167
10255 -0.247132 0.0520535 1.02247 0.825345 -0.0929396 0.913411
10256 -0.236513 0.057611 1.00757 0.811117 -0.129535 0.911616
10257 -0.207863 0.0579691 0.983493 0.770186 -0.142882 0.913726
10258 -0.192351 0.0540477 0.973997 0.747428 -0.162916 0.924384
10259 -0.168088 0.0548495 0.958324 0.712223 -0.171343 0.925095
10260 -0.161457 0.0491738 0.951847 0.703111 -0.173111 0.934605
10261 -0.138952 0.0419114 0.941124 0.669847 -0.175549 0.946866
10262 -0.135468 0.0338018 0.945676 0.66299 -0.172154 0.958884
10263 -0.112751 0.0254179 0.932336 0.630421 -0.165157 0.970315
10264 -0.121569 0.0218958 0.939043 0.642535 -0.15167 0.971983
10265 -0.112479 0.0109461 0.932283 0.630117 -0.127491 0.982094
10266 -0.125733 -0.00767232 0.950315 0.645595 -0.0796864 0.996575
10267 -0.114129 -0.0375894 0.954077 0.625889 -0.0137519 1.02257
10268 -0.121839 -0.0685741 0.994129 0.624578 0.0777081 1.04072
10269 -0.110875 -0.0778966 1.02171 0.597467 0.137679 1.03435
10270 -0.134174 -0.0643908 1.06563 0.618779 0.150847 1.00793
10271 -0.119063 -0.0272408 1.05911 0.597422 0.0977245 0.968788
10272 -0.150139 -0.00540266 1.1093 0.62745 0.0586335 0.949287
10273 -0.137271 0.0199196 1.08568 0.616258 0.00662958 0.929914
10274 -0.142703 0.0292745 1.07205 0.630547 -0.0199515 0.926163
10275 -0.111586 0.0355805 1.03607 0.596291 -0.0503436 0.929204
10276 -0.107678 0.0549865 0.988255 0.611497 -0.109351 0.92441
10277 -0.0808173 0.0698996 0.898303 0.609564 -0.1982 0.94131
10278 -0.14689 0.0485289 0.935036 0.698409 -0.149363 0.952537
10279 -0.14357 0.0314474 0.798348 0.758721 -0.228023 1.01643
10280 -0.214896 0.0980624 0.734583 0.904649 -0.338193 0.964592
10281 -0.237398 0.1317 0.796608 0.909617 -0.343404 0.913571
10282 -0.245527 0.166828 0.744238 0.950156 -0.406298 0.890783
10283 -0.274535 0.173468 0.746555 0.995175 -0.376418 0.86415
10284 -0.263026 0.143758 0.802596 0.94638 -0.306109 0.873436
10285 -0.290844 0.116781 0.91332 0.929253 -0.238148 0.878499
10286 -0.309786 0.0805444 0.944634 0.941668 -0.158414 0.891196
10287 -0.383078 -0.00082947 1.02346 1.0132 -0.0283617 0.945752
10288 -0.392588 -0.0406675 1.10631 0.979235 0.059802 0.957169
10289 -0.390924 -0.11265 1.21215 0.912243 0.217878 0.97625
10290 -0.486767 -0.178334 1.32809 0.993889 0.345645 1.00219
10291 -0.529737 -0.360336 1.44396 0.989515 0.629864 1.11373
10292 -0.660103 -0.509143 1.57691 1.11191 0.830745 1.22212
10293 -0.419056 -0.676654 1.35558 0.872022 1.02511 1.36326
10294 -0.534429 -0.87345 1.42882 1.0078 1.19896 1.56142
10295 -0.397068 -0.762261 1.30221 0.873623 1.09495 1.45453
10296 -0.117181 -0.701852 1.06867 0.588423 0.983917 1.43498
10297 0.0916646 -0.36377 0.915624 0.362565 0.594624 1.16969
10298 -0.0410467 -0.330952 1.07242 0.462457 0.52373 1.1676
10299 -0.209724 -0.218929 1.18355 0.651422 0.440215 1.04936
10300 -0.209 -0.216506 1.20252 0.636203 0.425947 1.05595
10301 -0.36974 -0.210223 1.29399 0.824127 0.444547 1.03182
10302 -0.386359 -0.198673 1.32251 0.828951 0.448724 1.01009
10303 -0.287627 -0.153993 1.21425 0.755408 0.346738 1.01828
10304 -0.183412 0.0160453 1.12834 0.656717 0.0939024 0.94715
10305 -0.152196 0.0788509 1.06717 0.656015 -0.00650272 0.927415
10306 -0.123437 0.118781 0.99595 0.668219 -0.0813333 0.924616
10307 -0.106232 0.140624 0.951349 0.677982 -0.1358 0.934843
10308 -0.109457 0.163071 0.939131 0.693494 -0.173703 0.930893
10309 -0.108835 0.166963 0.946754 0.685932 -0.184623 0.934056
10310 -0.080493 0.154069 0.933955 0.651604 -0.179125 0.949931
10311 -0.0774689 0.143414 0.958267 0.625268 -0.182325 0.969739
10312 -0.0514155 0.15646 0.969271 0.573602 -0.198868 0.963667
10313 -0.0401402 0.160437 1.00098 0.5267 -0.186706 0.946213
10314 -0.0189205 0.165012 0.992116 0.500825 -0.176851 0.929814
10315 0.00564308 0.167792 1.01102 0.443909 -0.184835 0.932893
10316 0.0476193 0.156329 1.00366 0.383632 -0.171489 0.938613
10317 0.0433359 0.147144 1.01538 0.379246 -0.161744 0.943945
10318 0.0520502 0.126731 1.00286 0.377421 -0.133452 0.949234
10319 0.036241 0.131816 0.998455 0.407032 -0.136382 0.943967
10320 0.0342251 0.134904 0.995878 0.412792 -0.138567 0.941225
10321 0.0176559 0.124348 1.01586 0.419203 -0.118283 0.937764
10322 0.017191 0.12435 1.00968 0.426206 -0.124977 0.944597
10323 0.00288204 0.133167 1.00897 0.449847 -0.135827 0.941684
10324 -0.00770563 0.114247 1.00455 0.471407 -0.105263 0.939984
10325 -0.0240642 0.110563 0.998226 0.504307 -0.104858 0.94549
10326 -0.0152473 0.102795 0.986755 0.502483 -0.102262 0.955115
10327 -0.0241294 0.116432 0.986246 0.517313 -0.123245 0.956036
10328 -0.022873 0.108485 0.988195 0.51315 -0.11234 0.956817
10329 -0.0358199 0.11786 0.985521 0.536776 -0.126172 0.957154
10330 -0.024936 0.118368 0.967757 0.539271 -0.128108 0.958492
10331 -0.0412001 0.146251 0.963801 0.569825 -0.16319 0.953629
10332 -0.0242029 0.158274 0.938492 0.571604 -0.176695 0.949831
10333 -0.0400346 0.203304 0.941483 0.593518 -0.231575 0.941334
10334 -0.00736378 0.223928 0.924572 0.560967 -0.247302 0.926642
10335 -0.0356266 0.315691 0.954429 0.570896 -0.33956 0.888928
10336 -0.00189477 0.262404 0.955043 0.516105 -0.276943 0.89932
10337 -0.132681 0.402285 1.09005 0.562284 -0.359867 0.775758
10338 -0.0158189 -0.371152 1.0139 0.467946 0.340412 1.15868
10339 0.153009 -0.691577 0.874114 0.370191 0.587111 1.36838
10340 0.0330482 -0.570583 0.962253 0.452278 0.503068 1.27888
10341 -0.00865241 -0.558279 0.982664 0.493982 0.554239 1.19493
10342 -0.310427 -0.449084 1.19894 0.702993 0.460116 1.13948
10343 -0.308661 -0.39227 1.23769 0.650572 0.467707 1.03887
10344 -0.331358 -0.284727 1.25685 0.662257 0.388105 0.969985
10345 -0.400953 -0.347533 1.31971 0.691441 0.443786 0.9979
10346 -0.471568 -0.346058 1.3101 0.817537 0.434635 1.00722
10347 -0.547999 -0.252666 1.34195 0.897547 0.355563 0.963025
10348 -0.496534 -0.216427 1.28585 0.890946 0.318013 0.955971
10349 -0.475902 -0.283654 1.27372 0.874455 0.348473 1.02227
10350 -0.427119 -0.167881 1.22259 0.86643 0.246567 0.976444
10351 -0.403565 -0.147969 1.19271 0.870123 0.220666 0.980382
10352 -0.340958 -0.0615193 1.1393 0.844314 0.139353 0.955156
10353 -0.313696 -0.0270356 1.09204 0.867249 0.0765183 0.98841
10354 -0.286597 0.0572144 1.05388 0.877957 0.0036039 0.956783
10355 -0.211049 0.0931805 0.983204 0.858088 -0.0499621 0.975967
10356 -0.162346 0.157347 0.952041 0.825035 -0.108818 0.958044
10357 -0.104678 0.15036 0.896072 0.814319 -0.131416 1.00229
10358 -0.0865254 0.194014 0.866832 0.828198 -0.167391 0.985182
10359 -0.0443885 0.209872 0.837804 0.803841 -0.188613 0.991413
10360 -0.0778681 0.187076 0.844032 0.847994 -0.176967 1.01035
10361 -0.0401556 0.226787 0.80566 0.845443 -0.217746 1.00829
10362 -0.048566 0.167688 0.814594 0.84528 -0.182478 1.04926
10363 -0.0402864 0.233837 0.79517 0.861813 -0.231048 1.01783
10364 -0.0282165 0.199656 0.780068 0.865785 -0.208505 1.03763
10365 -0.0369698 0.233828 0.767877 0.898909 -0.24363 1.03783
10366 -0.0555754 0.180934 0.777462 0.913572 -0.199879 1.0537
10367 -0.0431461 0.262826 0.743289 0.947793 -0.266506 1.02825
10368 -0.290639 -0.0238836 0.766965 0.933144 -0.222677 1.06051
10369 -0.290679 -0.00474976 0.750029 0.933473 -0.253641 1.03052
10370 -0.308581 0.0249815 0.753072 0.961642 -0.253531 0.983548
10371 -0.315141 0.0217726 0.719318 0.973224 -0.330684 0.991118
10372 -0.358194 -0.0026003 0.741833 1.04018 -0.236511 1.02576
10373 -0.325038 0.0338589 0.647196 0.993292 -0.367004 0.975303
10374 -0.400701 0.0189747 0.744 1.10627 -0.237048 0.990029
10375 -0.503182 0.154302 0.594304 1.28088 -0.458078 0.794093
10376 -0.677792 0.235447 0.588479 1.55682 -0.440757 0.664334
